Sat_Name,Country,Country_of_Operator,Owner,Users,Purpose,Class_Of _Orbit,Type_Of_Orbit,Perigee_in_km,Apogee_in_km,Date_Of_Launch,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,COSPAR_Number,SatID,Comments
Starlink-5667                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013G,55337,No Comments
Starlink-5668                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013V,55350,No Comments
Starlink-5669                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015L,55459,No Comments
Starlink-5670                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013L,55341,No Comments
Starlink-5671                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013J,55339,No Comments
Starlink-5672                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015V,55468,No Comments
Starlink-5673                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015P,55462,No Comments
Starlink-5674                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015S,55465,No Comments
Starlink-5675                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,26/01/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-013K,55340,No Comments
Starlink-5676                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015R,55464,No Comments
Starlink-5677                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015Q,55463,No Comments
Starlink-5679                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015U,55467,No Comments
Starlink-5680                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015G,55455,No Comments
Starlink-5681                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015W,55469,No Comments
Starlink-5682                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015J,55457,No Comments
Starlink-5683                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015D,55452,No Comments
Starlink-5684                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015E,55453,No Comments
Starlink-5685                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AE,55477,No Comments
Starlink-5686                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015B,55450,No Comments
Starlink-5687                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AA,55473,No Comments
Starlink-5688                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AG,55479,No Comments
Starlink-5689                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AB,55474,No Comments
Starlink-5690                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AH,55480,No Comments
Starlink-5691                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AF,55478,No Comments
Starlink-5692                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AL,55483,No Comments
Starlink-5693                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AK,55482,No Comments
Starlink-5694                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AJ,55481,No Comments
Starlink-5695                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AN,55485,No Comments
Starlink-5696                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AM,55484,No Comments
Starlink-5697                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020W,55589,No Comments
Starlink-5698                 ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020BG,55623,No Comments
Starlink-5699                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015A,55449,No Comments
Starlink-5700                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AQ,55607,No Comments
Starlink-5701                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AQ,55487,No Comments
Starlink-5702                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020BF,55622,No Comments
Starlink-5703                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AA,55593,No Comments
Starlink-5704                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AP,55486,No Comments
Starlink-5705                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015Z,55472,No Comments
Starlink-5706                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015AR,55488,No Comments
Starlink-5708                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015X,55470,No Comments
Starlink-5709                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020BE,55621,No Comments
Starlink-5710                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AZ,55616,No Comments
Starlink-5711                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,323,342,02/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-015Y,55471,No Comments
Starlink-5712                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AY,55615,No Comments
Starlink-5713                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020K,55578,No Comments
Starlink-5714                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AX,55614,No Comments
Starlink-5715                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AW,55613,No Comments
Starlink-5717                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020BB,55618,No Comments
Starlink-5718                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020BD,55620,No Comments
Starlink-5719                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AS,55609,No Comments
Starlink-5720                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020BC,55619,No Comments
Starlink-5721                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020BA,55617,No Comments
Starlink-5722                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AT,55610,No Comments
Starlink-5725                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AN,55605,No Comments
Starlink-5726                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AR,55608,No Comments
Starlink-5727                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020U,55587,No Comments
Starlink-5728                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020V,55588,No Comments
Starlink-5729                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AD,55596,No Comments
Starlink-5730                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AU,55611,No Comments
Starlink-5732                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020D,55572,No Comments
Starlink-5734                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AV,55612,No Comments
Starlink-5735                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AL,55603,No Comments
Starlink-5736                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020R,55584,No Comments
Starlink-5737                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020B,55570,No Comments
Starlink-5738                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020E,55573,No Comments
Starlink-5739                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020C,55571,No Comments
Starlink-5740                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AC,55595,No Comments
Starlink-5741                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020P,55582,No Comments
Starlink-5742                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020Q,55583,No Comments
Starlink-5743                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AE,55597,No Comments
Starlink-5744                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AJ,55601,No Comments
Starlink-5745                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020G,55575,No Comments
Starlink-5747                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020F,55574,No Comments
Starlink-5748                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AM,55604,No Comments
Starlink-5749                                      ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020A,55569,No Comments
Starlink-5750                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AB,55594,No Comments
Starlink-5751                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020H,55576,No Comments
Starlink-5752                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020J,55577,No Comments
Starlink-5753                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020N,55581,No Comments
Starlink-5754                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020L,55579,No Comments
Starlink-5755                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AH,55600,No Comments
Starlink-5756                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AF,55598,No Comments
Starlink-5757                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020M,55580,No Comments
Starlink-5758                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042BD,56037,No Comments
Starlink-5759                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020Z,55592,No Comments
Starlink-5760                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020Y,55591,No Comments
Starlink-5761                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AG,55599,No Comments
Starlink-5762                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020X,55590,No Comments
Starlink-5764                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020AK,55602,No Comments
Starlink-5766                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AR,56025,No Comments
Starlink-5767                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020T,55586,No Comments
Starlink-5769                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,12/02/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-020S,55585,No Comments
Starlink-5770                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AS,56026,No Comments
Starlink-5771                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AP,56023,No Comments
Starlink-5772                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AQ,56024,No Comments
Starlink-5774                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AV,56029,No Comments
Starlink-5777                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AT,56027,No Comments
Starlink-5779                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AU,56028,No Comments
Starlink-5781                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AW,56030,No Comments
Starlink-5782                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042BA,56034,No Comments
Starlink-5783                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AN,56022,No Comments
Starlink-5784                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AZ,56033,No Comments
Starlink-5785                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AX,56031,No Comments
Starlink-5786                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AY,56032,No Comments
Starlink-5787                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042U,56004,No Comments
Starlink-5789                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042T,56003,No Comments
Starlink-5790                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042BC,56036,No Comments
Starlink-5792                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042BB,56035,No Comments
Starlink-5793                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042BE,56038,No Comments
Starlink-5794                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042W,56006,No Comments
Starlink-5795                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042BF,56039,No Comments
Starlink-5796                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037C,55916,No Comments
Starlink-5797                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AV,55784,No Comments
Starlink-5798                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042BG,56040,No Comments
Starlink-5799                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042S,56002,No Comments
Starlink-5800                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042BH,56041,No Comments
Starlink-5801                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042V,56005,No Comments
Starlink-5803                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042Y,56008,No Comments
Starlink-5804                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AZ,55788,No Comments
Starlink-5806                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042X,56007,No Comments
Starlink-5807                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028BC,55791,No Comments
Starlink-5809                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AL,55775,No Comments
Starlink-5810                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AM,55776,No Comments
Starlink-5811                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AY,55787,No Comments
Starlink-5812                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AK,55774,No Comments
Starlink-5813                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028BB,55790,No Comments
Starlink-5814                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AN,55777,No Comments
Starlink-5815                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028BA,55789,No Comments
Starlink-5816                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AP,55778,No Comments
Starlink-5817                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AQ,55779,No Comments
Starlink-5818                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AW,55785,No Comments
Starlink-5819                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AR,55780,No Comments
Starlink-5820                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AS,55781,No Comments
Starlink-5823                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AX,55786,No Comments
Starlink-5825                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AU,55783,No Comments
Starlink-5826                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AT,55782,No Comments
Starlink-5833                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AJ,55773,No Comments
Starlink-5835                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,03/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-028AH,55772,No Comments
Starlink-5848                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037U,55932,No Comments
Starlink-5849                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037L,55924,No Comments
Starlink-5851                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AK,55947,No Comments
Starlink-5852                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037V,55933,No Comments
Starlink-5854                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037K,55923,No Comments
Starlink-5855                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037D,55917,No Comments
Starlink-5856                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037A,55914,No Comments
Starlink-5857                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AJ,55946,No Comments
